komentar;sentiment
sudah lumayan bagus dengan diadakan diskusi berkelompok dan juga ada kelas untuk praktek, namun alangkah lebih baik jika materi tidak terfokus pada modul pembelajaran, bisa ditambahi menggunaka penjelasan vidio atau peragaan secara langsung agar lebih mudah dipahami;positif
Cara mengajarnya mudah dipahami dan sangat meluaskan wawasan tentang jaringan komputer;positif
bagus, dosen juga tidak terlalu serius dan memberikan analogi yang tepat sehingga mudah dimengerti;positif
Kurang begitu efektif, mungkin bisa menggunakan media yang lebih interaktif dan menggambarkan materi yang sedang dipelajari ;negatif
Metode pengajaran sudah baik dengan sering berinteraksi kepada mahasiswa;positif
Metode pembelajaran sangat menyenangkan dan variatif sehingga materi lebih mudah dipahami dan tidak mengantuk ;positif
Sangat membantu dalam perkuliahan sehingga tidak bosan seperti adanya diskusi kelompok maupun kuis ;positif
metodenya cukup efisien menurut saya akan tetapi alangkah lebih baiknya jam praktikumnya ditambah;positif
Sangat variatif dan interaktif baik antar mahasiswa maupun antara dosen dan mahasiswa;positif
metode pengajaran yang bervariasi, interaktif, dan penekanan pada pemahaman konsep serta penerapan praktis;positif
dalam pembelajaran dosen sudah sangat baik dalam memberikan penjelasan terkait materi yang disampaikan;positif
Dalam perkuliahan ini metode pengajaran yang digunakan tepat karena menggunakan metode blended learning;positif
"[Rentang Waktu : Pertemuan 1 - 8] 1.) Komunikasi antar dosen dan mahasiswa cukup interaktif; 2.) Presentasi yang dibawakan cukup menarik; 3.) Metode Studi Kelompok Mahasiswa untuk pembelajaran real-time cukup menarik.";positif
Metode yang digunakan cukup efesien untuk dapat memahami materi dan praktikum;positif
Cukup baik, tidak membosankan dan lebih enjoy saat mengikuti mata perkuliahannya;positif
sangat bisa dinikmati, dipahami, walaupun suka kecepetan;positif
Menurut saya pribadi saya lebih suka dengan metode pengajaran dipertemukan ke 7 yang bersifat kebersamaan;positif
Untuk metode pengajarannya menurut saya sudah bagus, dosennya pun mengajar kami sambil tersenyum dan lebih ada komunikasi dalam pembelajarannya sendiri, sehingga saya pribadi pun merasa seakan saya bisa lebih memahami ;positif
Mudah dipahami dan tidak membosankan;positif
Saya tidak merasa terbebani dengan metode perkuliahan ini karena saya sudah punya basic jaringan.;positif
Secara umum, saya merasa bahwa metode pengajaran yang digunakan dalam perkuliahan ini sudah cukup variatif dan inovatif.;positif
Cukup baik tapi alangkah lebih baik lagi pada matkul praktikum bisa diajar langsung oleh pak hrm :);positif
"baik, seperti yang saya jelaskan di atas, metode pengajaran yang diberikan susah bisa membangun interaktif di kelas, terutama bagi teman"" yang diem"" dan yang sering bolos, jadi rajin kuliah";positif
Sangat bagus tetapi terkadang jika saya kurang fokus saya sering lupa hehe;positif
sangat suka dalam metode pengajaran yang diterapkan di matkul ini, karena tidak terlalu menekan mahasiswa;positif
sangat baik, penyampaian materi dengan praktik, tugas yang ketat dapat membuat mahasiswa lebih aktif dalam belajar dan mengerjakan tugas.;positif
Pendapat saya untuk metode pengajaran mata kuliah ini biasa saja sama seperti mata kuliah yang lain;positif
lumayan menarik karena kurang tau, yaa menarik saja gtau alasannya;positif
untuk teori yang langsung disampaikan oleh dosen saya merasa puas karena bisa berinteraksi dan mengalami adanya komunikasi 2 arah/taya jawab;positif
Cukup menyenangkan karena mahasiswa dituntut ikut aktif dalam perkuliahan seperti mengerjakan kuis, praktek langsung;positif
menurut saya sendiri menarik jika ada quiz seperti kemarin, bisa membuktikan sampai mana pemahaman mahasiswa dalam memahami materi yang disampaikan dosen. tetapi untuk praktikum nya, kurang efisien karena arahan dari asisten dosen itu kurang jelas dan terkesan tergesa-gesa. asdos nya juga kalo ga masuk ga ngasih kabar sebelum dari kami yg mengabari bahwa kami sudah menunggu di kelas;positif
Alhamdulillah mudah dipahami ;positif
cukup bagus menunjang pemahaman terkait materi;positif
sudah baik dan tepat tetapi terdapat minus seperti di nomer 2;positif
rate 9/10 jelas dan mudah dipahami, mantap;positif
menurut saya itu cukup ;positif
dengan adanya quiz bisa menjadi acuan untuk paham ;positif
metode pengajaran yang diajarkan oleh pak hrm sangat memahamkan dan mudah dicerna.;positif
metode pembelajaran cukup baik, dan tidak berbelit belit;positif
untuk teori mungkin saya kurang memahami karena diri saya sendiri kurang fokus untuk mendengarkan dosen berbicara, dan saya lebih gampang mengerti kalo praktik langsung karena di situ saya berusaha untuk mencoba nya sendiri dan itu gampang di ingat menurut saya.;positif
Mudah dipahami, tetapi kembali kepada saya memperhatikan atau tidak ;positif
sudah bagus, penyampaian disampaikan dengan simple dan praktis sehingga mudah untuk dipahami;positif
Metode pengajaran yang digunakan jelas dan efektif dalam penyampaian materi kepada mahasiswa ;positif
Menurut pendapat saya, metode yang digunakan Pak hrm mampu membuat mahasiswa nyaman dalam belajar, karena pembawaan Beliau yang friendly serta topik yang diajarkan menyebutkan kegunaan nanti di dunia kerja, jadi cukup membuat mahasiswa tertarik mengikuti perkuliahan Beliau.;positif
saya suka dengan metode pengajaran di teori. tetapi untuk praktikum menurut saya terlalu cepat, sehingga banyak mahasiswa yang belum paham tetapi terpaksa harus tetap lanjut materi. ;negatif
metode pengajaran mudah diikuti, menyenangkan dan tidak membosankan;positif
Metode yang di gunakan sudah baik ,seprti absen dll;positif
Bagus dan membuat saya menjadi disiplin dan lebih semangat dalam menjalani perkuliahan;positif
suka dan enak didengar, namun tidak terlalu suka dengan praktikumnya terlalu menyepelekan adik kelasnya;positif
Menurut saya sangat bagus, mudah di fahami, akan tetapi tidak dengan mahasiswa yang memang dia tidak ada basics di dalam prodi atau matkul yang ada di prodi ti sendiri. ;positif
suka, interaktifnya kadang kita harus diskusi, ada quiz juga, beda aja dari matkul lain;positif
bisa di terima, di jelaskan secara runtut cukup mudah untuk d pelajari ;positif
Puas Dan merasa dipuaskan oleh materi yang disampaikan;positif
Baguss, sebenernya kalau di telaah sama bener bener belajar;positif
Metode sudah cukup bagus, ada sesi tanya jawab juga dan yang terpenting diberikan tugas agar mahasiswa tidak malas;positif
Saya suka metode pembelajaran yang dibawakan, terkesan santai tapi tegas;positif
Baik, karena dalam proses mengajar ada beberapa metode yang sudah diterapkan sehingga membuat pembelajaran menjadi lebih menyenangkan;positif
metode yang diajarkan praktis, santai, dan mudah diikuti;positif
Sudah cukup baik dimana mahasiswa melakukan presentasi yang bertujuan agar mahasiswa tidak pasif dikelas ;positif
Seru, asik, santai dan mahasiswa tidak merasa tertekan dari dosen nya dan juga semisal ujian itu walau langsung face to face tapi ga yang dibantai pertanyaan;positif
Metodenya bagus karena menggabungkan antara penjelasan dari dosen , diskusi dan presentasi;positif
Sedikit menyenangkan dikarenakan ada pemecah suasana/candaan agar kelas tidak boring;positif
Metode pengajaran dalam mata kuliah ini saya kira sudah sukup baik;positif
metode pengajaran yang digunakan dalam perkuliahan ini menurut saya sudah baik dan tepat;positif
pendapat saya tentang metode pengajaran pada perkuliahan ini sangat memuaskan dan perlu diterapkan oleh dosen matakuliah lain.;positif
metode yang digunakan relevan dengan perkembangan zaman, mudah dipahami;positif
metodenya bagus dapat membuat mahasiswa berekplorasi lebih lanjut terkait maateri yang ada;positif
Metode yg di gunakan sangat efesien di jelaskan secara rinci, tetapi jarang penjelasan langsung yang disertai dengan praktek;positif
Merasa puas;positif
metode pengajran yang digunakan dalam kuliah ini sudah cukup baik ;positif
Pendapat saya tentang perkuliahan ini sangat baik ketika diajarkan memodifikasi codingan.;positif
Kadang senang dosennya gak masuk, tapi tugas nya banyak;positif
sangat suka dalam metode pembelajaran pada matakuliah ini dan cukup bagus tidak hanya memberikan sebuah materi saja namun praktik juga diperhatikan oleh bapak. ;positif
Menurut saya metode pengajaran yg digunakan sudah bagus dan sesuai scr materi perkuliahan dan dapat diterima oleh para mhs;positif
metode pembelajaran menurut saya sudah bagus mulai dari inovasi perkuliahan mengenai materi dari video youtube lalu pembagian kelompok yang menurut saya lebih teratur;positif
Sudah baik, namun untuk beberapa kali tugas mungkin tidak perlu dijadikan laporan atau diberikan waktu yang agak panjang;positif
Bagus karena setelah teori diberikan contoh berupa praktikum langsung ;positif
metode pengajaran yang digunakan dalam perkuliahan ini cukup untuk mudah meyerap pemahaman tentang sub bab nya;positif
Metode pengajaran yang digunakan dalam perkuliahan ini sudah bagus yaitu dimana kami tidak hanya diberikan teori saja, tetapi juga diberikan praktik sehingga kami menjadi lebih memahami mengenai nateri tersebut.;positif
Menurut saya, akan lebih baik dosen memberikan penjelasan secara detail dan terperinci. Agar mahasiswa dapat memahaminya.;negatif
Metode pengajaran yang telah dilakukan di perkuliahan ini cukup baik dikarenakan jika kita kesusahan dalam menjawab tugas kita bisa menanyakan hal tersebut kepada bapak dosen atau teman sekelompok ;positif
Metode yang digunakan biasa karena tidak adanya praktikum membuat interaksi praktiknya dengan dosen kurang. ;negatif
metode pengajaran yang digunakan dalam perkuliahan ini sudah cukup bagus dan lumayan paham jika dijelaskan;positif
Metode pembelajaran yang digunakan sangat simpel dan jelas sehingga dapat di pahami ;positif
Pendapat tentang metode pengajaran yang digunakan dalam perkuliahan ini itu sangat baik dan mudah dipahami;positif
dengan metode perkuliahan yang lebih mengutamakan praktikum menurut saya sudah bagus bagi mahasiswa;positif
Metode yang di lakukan di perkuliahan ini menurut saya baik;positif
Menurut saya metode yang diberikan sudah cukup bagus karena mengajak mahasiswa untuk lebih aktif dan tidak pasif di kelas;positif
Metode yang digunakan cukup bagus karena antara materi dan tugas tertata dengan jelas. ;positif
kurang efektif, sebaiknya diberikan materi terlebih dahulu jika sudah paham baru diberi tugas agar mahasiswa tidak kesusahan saat mengerjakan;negatif
menurut saya sudah puas dan pas sesuai dengan hasil yang dikeluarkan pada akhir semester;positif
Sudah baik, dalam artian mahasiswa dalam belajar itu tidak membosankan;positif
Ada metode pengajaran yang mahasiswa sendiri yang mencari fundametal suatu materi sehingga mahasiswa bingung mencari materi tersebut di mana;negatif
Metode pengajaran dalam perkuliahan ini efektif namun perlu variasi lebih.;positif
Harapannya setelah di berikan penjelasan langsung ada praktek bersama sama baru di berikan projek ;positif
metode yang digunakan dalam perkuliahan ini penyampaiannya cukup singkat dan ringkas. membuat mahasiswa mengetahui pola besar materi yang diajarkan. namun tidak adanya praktikum dalam mata kuliah ini membuat beberapa mahasiswa kesulitan bertanya bahkan kepada teman sejawatnya;negatif
Cukup Baik dengan di isi materi terlebih dahulu, dan tugasnya dikerjakan di rumah + diberikan tutorial dalam pengerjaanya;positif
Metodenya muda dipahami, kalau boleh kasih saran materinya dibuat video sehingga mahasiswa bisa memutar berulang-ulang;positif
Menyenangkan, memudahkan mahasiswa ketika mengerjakan tugas karena diberikan tutorial ;positif
Metode pengajaran sangat praktis dan efisien sangat mudah difahami oleh mahasiswa asalkan mahasiswa mau bersungguh-sungguh untuk mempelajari nya. Namun metode setiap dosen kepada mahasiswa itu berbeda beda tergantung karakter dan kemampuan Dosen. Tapi saya kira metode pengajaran di UIN Walisongo Semarang sudah tepat. ;positif
Materi yang dijelaskan didalam materi ini mudah dipahami menggunakan video pembelajaran seperti youtube, contoh : (walicode) karena bisa diulangi dalam mempelajari;positif
Metode pengajaran yang digunakan sudah memuaskan, terdapat pemaparan materi, praktek, dan presentasi yang dilaksanakan di kelas;positif
Metode pengajaran sudah baik dan bagus, serta penjelasan mudah dipahamiakan tetapi singkatnya waktu perkuliahan materi yang disampaikan kurang maksimal. ;positif
Menurut saya pembelajaran seperti ini sudah efisien untuk mahasiswa dimana setelah dikasih teori langsung disuruh mempraktekkan dengan cara dikembangkan lagi oleh mahasiswa.;positif
Cukup efektif karena metode yang di gunakan cukup terstruktur sehingga mahasiswa dapat belajar secara KBM maupun belajar mandiri ;positif
metode yang disampaikan sudah baik, mulai dari penyampaian materi yang diikuti contoh dan pengaplikasian ke dalam project;positif
Metode perkuliahan yang digunakan interaktif dan menyenangkan, sehingga materi mudah dipahami;positif
metode yang digunakan baik,bisa di pahami,walaupun kadang ada yg saya kurang paham;positif
Menurut saya sudah baik dan bagus tp terkadang cara menjelaskan materi terlalu cepat sehingga saya susah untuk memahami materi yang di sampaikan ;positif
Menurut saya sangat lah baik dosen menjelaskan nya secara rinci dan ditail ;positif
Mudah di pahami, namun harus banyak materi daripada tugas hehe.. Terkadang suka bingung kalau langsung dikasih tugas;positif
Sudah baik, namun pada saat pembagian kelompok diperhatikan kembali agar terbagi secara merata dilihat dari potemsi mahasiswanya supaya tidak ada ketimpangan dalam kelompok;positif
Cukup baik, karena metode pengajarannya yang tisak monoton membuat saya tidak bosan saat penjelasan materi;positif
metode yang digunakan cukup baik, tidak terburu buru dan juga memberikan pemahaman yang sesuai dengan materi yang diberikan ;positif
Sangat bagus karena melibatkan mahasiswa secara aktif sehingga mahasiswa juga ikut berfikir kritis dalam melakukan perkuliahan, namun dengan catatan adanya perbaikan pada dosen pengampu dan metode penyampaian materinya sehingga penyaluran ilmu pengetahuan dapat terlaksana secara maksimal;positif
metode pengajaran dalam perkuliahan ini sangat baik, yang mana dosen yang menjelaskan materi kemudian dosen memberikan tugas yang dikerjakan dengan kelompok. ;positif
Metode pembelajaran yang diberikan cukup efektif  yang mana mudah dicerna oleh mahasiswa. ;positif
Cukup baik, karena meski dibagi kelompok semua mahasiswa saling kerjasama mikir semua karna materi yang cukup sulit jika dikerjakan sendiri;positif
mungkin bsa lebih ke menerangkan atau menjelaskan lebih detail lagi dan langsung percobaan ditempat;negatif
metode pembelajaran yang digunakan cukup singkat dan mudah untuk dipahami, dan juga ditambah dengan praktek langsung yang dapat menambah pemahaman;positif
Bagus dan sangat efisien, karena setiap satu bab/ cpmk kami selalu diberi latihan ;positif
Sudah sangat bagus dan detail;positif
Dosen yang berpengalaman membuat pembelajaran efektif ;positif
Untuk metode pengajaran menurut saya cukup baik;positif
Metode yang digunakan lumayan efektif ;positif
Cukup lumayan baik;positif
metode pengajaran yang digunakan dalam perkuliahan ini sudah sangat baik;positif
Metode yang di sampaikan sangat jelas berupa ppt dan juga ada praktik yang di sampaikan sehingga kita tidak mempelajari teori saja melainkan dengan dengan praktik nya juga;positif
Untuk metode pengajarannya sudah baik menurut saya, dengan belajar secara kelompok menjadi lebih mudah memahami;positif
metode nya sangat fleksibel dan tidak menuntut mahasiswa untuk terlalu bekerja keras dalam sebuah tugas ;positif
Sangat baik karena yang mengajar pak hrm (pak hrm baik soal nilai) ;positif
Metode pembelajaran mudah dicerna karena materi yang diberikan sangat rinci dan detail;positif
Lumayan efektif;positif
sudah bagus, karena setelah materi terdapat tugas lanjutan agar dapat memahami materi tersebut;positif
saya sangat suka jika sehabis materi diberikan projek atau praktik secara langsung;positif
Efektif, kreatif dan mengembangkan potensi mahasiswa dalam merancang sebuah project yang diberikan;positif
Penyampaian dosen yang interaktif dan materi yang diajarkan runtut sehingga mudah dipahami;positif
Dosen menjelaskan dg baik;positif
Baik, metode pengajaran yang digunakan cukup memahamkan saya dalam proses penyampaian materinya;positif
Lumayan baik, selain itu banyak juga dari internet untuk menambah pemahaman ;positif
yah standar, dosen pada awal memberikan powerpoint lalu kita sebagai mahasiswa juga menyampaikan materi powerpoint;positif
metode pengajaran yang digunakan baik dan mudah dimengerti ;positif
Metode yang digunakan menurut saya cukup efektif, dikarenakan kita tidak hanya berteori saja namun juga preaktek;positif
Cukup baik, materi yang di sampaikan dapat di terima dan di pahami ;positif
Metode pembelajaran yg digunakan tidak lah menyulitkan bagi para mahasiswa malah banyak yang suka dengan matkul ini, dengan diberikan teori teori dan ;positif
Metode pengajarannya sudah baik dan bagus;positif
Metode pengajaran yang digunakan dalam perkuliahan ini yaitu melalui video di youtube jadi kita bisa mengulang pembelajaran dengan menonton di youtube;positif
Pendapat saya tentang metode pengajaran yang digunakan dalam perkuliahan ini sudah cukup baik;positif
pendapat saya tentang metode pengajaran yang digunakan dalam perkuliahan ini sudah bagus, kita diberikan modul contoh kode untuk kita pelajari Dan kita kembangkan sendiri;positif
Metode yang digunakan adalah dengan kerja kelompok yang menurut pendapat saya terdapat banyak kelebihan yaitu dapat bertukar pendapat dan belajar bersama dengan berdiskusi.;positif
Menurut saya, metode pengajaran dari bapak sudah baik, mudah diterima, mudah dipahami dan cepat masuk ke otak;positif
menurut saya, metode pembelajaran yang di ajarkan Dosen pengampu ini sudah bagus dan professional, di saat Dosen Pengampu tidak bisa hadir, tetap nanti dari dosen pengampu matkul ini tetap mengasih tugas atau pun mengganti di lain waktu, dari situ lah mahasiswa juga tidak merasa merugi mengikuti Matkul ini;positif
pengimplementasian materi dengan contoh menjadikan materi tersebut mudah dipahami;positif
Metode yang diterpakan selama proses belajar mengajar menyenangkan, tidak hanya sepaneng dan meratapi mahasiswa sekelas;positif
Baik dapat di pahami;positif
pada matkul ini dosen dapat menjelaskan materi-materi secara jelas dan rinci, jika mahasiswa bingung dosen terbuka untuk sesi tanya jawab dan jawaban dari dosen selalu memuaskan yang membuat mahasiswa lainnya paham pada matkul tersebut;positif
Metode pengajarannya sudah enak dan asik saat berada di kelas menurut saya;positif
Kita diajarkan dari teori setelah itu baru praktikum;positif
menurut saya metode pembelajaran ini sangat efisien karena selain teori kita dapat belajar prakteknya;positif
Baik, dosen menerangkan dengan bahasa yang sederhana sehingga membuat mahasiswa dapat mencerna pelajaran dengan baik;positif
metode pengajaran yang digunakan dalam perkuliahan ini menurut saya sudah cukup ;positif
menurut saya bagus, ada teori dan juga praktikum. Tentu dengan adanya praktikum sangat membantu memahami materi.;positif
Metode yang digunakan di perkuliahan kali ini cukuplah baik dan menurut saya untuk dosen jangan lah memberikan tugas yang sekiranya membebani mahasiswanya ;positif
Sejauh ini dukungan dan respon dari dosen dan staf akademik cukup baik;positif
Cukup membantu dalam hal memberikan pengarahan dan penjelasan pada tugas yang ada;positif
Dari pak dosen saya acungi jempol mantap pak saya sangat bahagia ;positif
Menurut saya untuk terkait dukungan dari dosen dan staf terkait perkuliahan sangat mendukung ;positif
Menurut saya dukungan dari dosen sudah sangat baik, kebanyakan dosen memberikan pandangan dan motivasi yang luas, mendorong mahasiswanya untuk lebih baik, dengan menciptakan hal hal baru atau mengikuti kompetisi;positif
AWESOME, dosen menjawab chat dari mahasiswa adalah suatu hal yang keren.;positif
Menurut saya perkuliahan terutama dalam mata kuliah jaringan komputer ini sangat penting,sebab bukan cuma hardware yang kita pelajari melainkan software dan brainware;positif
Dosen cukup membantu dalam pembelajaran ini karena telah mencantumkan materi di e-learning sehingga dapat dipelajari sebelumnya;positif
Dosen mampu mengarahkan mahasiswa nya untuk lebih baik lagi dan lebih maju;positif
Menurut perasaan saya terkait dukungan dari dosen atau staf akademik terkait perkuliahan ini ya harus lebih di dukung, karena perkuliahan ini sangat penting bagi kita mahasiswa teknologi informasi;positif
puas, apa yang dijelaskan oleh bp dosen dan bp asisten dosen dalam menyampaikan materi mudah di mengerti;positif
dukungan dari dosen baik, mengingat kami diberikan kesempatan untuk bertanya dan dijwab dengan jelas. akan tetapi untuk asdos mungkin agak sedikit kekuranagn dimana pemberitahuan yang selalu mendadak.;negatif
Perasaan saya senang karena bisa menjadi penyemangat dalam perkuliahan,tapi selama ini belum ada dukungan yang secara langsung.;positif
Dukungan dr luar sangat baik memudahkan proses praktikum dn juga proses penjelasan materi sehingga mahasiswa nyaman saat belajar;positif
Saya merasa senang akan dukungan dari dosen dan staf akademik terkait perkuliahan ini;positif
Dukungan dosen dan staf akademik sudah baik;positif
Dukungan dari dosen ataupun staf cukup baik karena Kita diberikan penjelasan materi terlebih dahulu sehingga Kita lebih paham dibanding presentasi dahulu;positif
Kurang puas terhadap dosen/staf yang datangnya terlambat melebihi jam normal pada saat kegiatan praktikum jaringan komputer ;negatif
saat materi aman aman saja bisa paham sedangkan pas praktikum tu kadang jelasin terlalu cepat dan mesti ada yg masih hah hoh gimana lalu saat minta tanda tangan untuk laporan yang katanya tadinya boleh nitip trus udah nitip malah disuruh sendiri” dan itu mendadak bangett pliss mana udah mepet waktu buat minta tanda tangan kasihan yang kos nya jauh harus balik ke kampus;negatif
saya rasa tidak begitu terasa terkait dukungan dari staf alademik dan dosen;negatif
Perasaan saya merasa lumayan senang, karena di mata kuliah ini juga ada beberapa meski teori tapi perlu menggunakan alat nya juga, dan dosen maupun staf telah memberi fasilitas yang meski seadanya tapi dapat menunjang perkuliahan agar berjalan baik.  Untuk asdos perasaan saya sedikit sebal karena kebijakan beliau entah saat meminta ttd asdos atau saat menjelaskan di kelas. ;positif
Saya merasa puas dengan dukungan dari dosen maupun asisten di perkuliahan karena selalu siap membantu ;positif
saya rasa dukungan dari dosen dan staf akademik terkait perkuliahan ini  sangat baik ;positif
dosen dan asisten beliau sangat membantu dan dalam menyampaikan materi jelas dan terstruktur sehingga mudah dipahami;positif
 Merasa senang dan merasa hal itu membuat diri saya semakin semangat , kerana bisa langsung praktek;positif
Baik dan menyenangkan dikelas tidak terasa terbebani dengan perasaan takut  ataupun gelisah ;positif
Dosen mengajar dengan bagus tapi pernah sedikit telat dan kadang terlalu cepat ;negatif
Alhamdulillah, dukungan dari dosen dan staf akademik sangat membantu saya dalam menjalani perkuliahan ini;positif
Memberikan dukungan positif bagi perkuliahan ini dari dosen dan star akademik ;positif
Dosen dam staf memberikan dukungan yang positif yang mana dalam pembelajaran kita dituntut untuk paham tetapi dengan diimbangi pembelajaran yang seimbang dengan harapan mereka seperti jelas dalam memberikan materi, teliti, memberikan jawaban yang puas terhadap pertanyaan atau tugas yang telah dikumpulkan. ;positif
Mahasiswa mungkin tidak terlalu memerlukan dukungan dari pihak luar, yang mereka butuh tekanan agar mau bergerak;positif
So far so good, nggak ada masalah yang berarti terkait dengan perkuliahan ini;positif
menurut saya sangat baik, dosen maupun staf membimbing dengan baik ketika kita ada kesulitan;positif
Cukup dalam membimbing dan mengajar serta dukungan yang  di dalam perkuliahan sangat membantu mahasiswa ;positif
lumayan baik, karena dosen sangat membantu dalam pemahaman materi. tetapi agak kurang dibagian asisten dosen, karena susah dihubungi dan slow respon.;negatif
Perasaan mungkin biasa saja bisa dibilang senang terkadang juga ga begitu terlalu.;positif
Baik sekali karena jika ada kesulitan dibeberapa tugas atau laprak langsung diberi masukan melalui komting atau PJ matkul;positif
dukungan dari dosen ataupun staf terkalit perkuliahan sudah baik dan cukup untuk memotivasi;positif
Sangat senang, karena dosen memberikan materi yang sangat jelas, cuman terkadang ada materi yang masih dibahas secara global, belum khusunya.. Dan terkadang juga udah jelasin materi secara kompleks, cuman asal usul dari materi itu tidak dijelaskan pemahamannya dari mana. ;positif
perasaan saya terkait dukungan dari dosen dan staf akademik terkait perkuliahan ini kurang dukungan dari staf akademik ;positif
Perasaan saya mungkin bisa dibilang senang dan tidak senang, karena dosen sering masuk dan penjelasan materi detail tetapi sering memberi tugas;positif
dukungan yang diberikan sudah sangat baik dan sangat mengayomi mahasiswa;positif
Cukup bagus mungkin bisa lebih ditingkatkan lagi kedepannya saat kuliah ;positif
Perasaan saya biasa saja tetapi karena pak hrm tidak galak jadi saya senang senang saja.;positif
dosen dan staf akademik mendukung perkuliahan ini karena disediakan ruangan dan alat bahan untuk praktikum telah disediakan dan dijelasakan juga fungsi alat tersebut untuk apa;positif
perasaan saya terkait dukungan dari dosen dalam perkuliahan ini bisa di bilangan baik ;positif
lumayan baik, saya rasa cukup, tetapi sebenarnya saya tidak cukup paham dukungan dalam bentuk apa. namun sejauh ini saya rasa berjalan dengan cukup baik;positif
Bagus, dosen menerangkan dengan bahasa yang mudah dipahami sehingga mudah dicerna;positif
dosen maupun staf akademik sangat membantu dan mau menjawab jika ada yang ditanyakan;positif
Sudah baik dari segi penyampaian materi, respon terhadap mahasiswa yang bertanya, dsb.;positif
Dukungan dr dosen dan staf akademik terkait perkuliahan cukup memberi motivasi dan semangat dalam menjalani perkuliahan ini;positif
Sangat mantap dosen lebih sering ikut perkuliahan ketimbang tidak masuk jadi perkuliahan akan lebih efektif dan terkendali;positif
Dukungan yang diberikan oleh dosen baik terhadap mahasiswanya dan mendukung mahasiswa nya ;positif
dukungannya lumayan akan tetapi menurut saya sendiri masih kurang apalagi dukungan yang diberikan pada saat praktikum;negatif
Baik. Antara mahasiswa dengan dosen maupun staff akademik ;positif
dukungan dari dosen dan staf akademik sangat penting untuk membantu mahasiswa dalam perkuliahan;positif
dukungan yang diberikan dosen maupun aslab sudah cukup dalam mendukung perkuliahan yang terjadi;positif
Dukungan dari dosen dan staf akademik sudah lumayan baik dan jika memungkinkan bisa ditingkatkan ;positif
Dosen dan Staf Akademik mendukung perkuliahan, mulai dari fasilitas hingga metode pembelajaran.;positif
Dosen dan staf cukup baik dan mendukung untuk kegiatan perkuliahan ;positif
Cukup memuaskan, karena saya sendiri sebagai orang yang belum terlalu mempelajari matkul ini tetapi bisa mudah dipahami;positif
normal normal saja karena cara ajarnya tidak nekoneko to the point;positif
Senang,karena dosen dan staf bersifat baik dan menyenangkan ;positif
Perasaan saya terhadap dukungan dari dosen terkait perkuliahan ini yaitu bagi saya baik kok, karena dari cara mengajar nya pun saya suka;positif
Dosen enak dalam mengajar, namun praktikum kurang sekali;negatif
Saya sangat merasa biasa saja, saya hanya mengikuti yg dosen perintahkan.;positif
Saya merasa sangat bersyukur memiliki dosen dan staf akademik yang mendukung dan membantu saya dalam perkuliahan ini;positif
Biasa saja, karna sebanyak apapun dukungan kalo bukan dari diri kita sendiri yang semangat akan percuma;positif
baik alhamdulilah, tapi sebaiknya untuk labnya kabi mohon di berikan tempat yang lebih layak :) trimakasih;negatif
Saya merasa senang jika memang itu ada;positif
Sangat mendukung sekali ;positif
sangat terbantu karena keketatan dalam perkuliahan, sangat membuat mau tidak mau harus serius, dan menyenangkan juga bisa praktik.;positif
kekurangannya cuma di asdos saja;negatif
asdos/asleb nya yang menjengkelkan hehe;negatif
kekurangan saat praktikum yang akhir akhir ini tidak asdos tidak masuk dan terkena tanggal merah;negatif
 asdos sering tidak masuk tanpa memberi tahu sebelumnya;negatif
untuk saya sendiri dukungan dari dosen maupun staf akademik itu cukup penting karena mempengaruhi semangat belajar masing-masing mahasiswa;positif
Alhamdulillah baik baik saja;positif
lumayan menambah semangat;positif
sangat senang karna mampu bersabar untuk menghadapi mahasiswa yg masih belumnpaham tpi terdapat minus seperti nomer 2;positif
rate 6/10 lbih ke staf akademiknya si, soalnya kita ga dikasi lab jarkom lebih layak, ya walaupun masih ada ac tapi ya gimana ya;negatif
kurang membimbing karena kekurangan waktu untuk teori dan praktikumnya;negatif
cuma kurang di praktikumnya karna sering kali terlambat dan tidak hadir asdosnya;negatif
dukungan dari pak dosen saya rasa cukup mendukung;positif
cukup baik;positif
biasa saja karena yang nama nya mahasiswa sudah seharus nya di beri dukungan dengan pihak kampus yang berwajib;positif
Cukup baik;positif
dukungan dari dosen sudah bagus, memiliki tanggung jawab dalam mengajar untuk memastikan pelajar memahami materi yang diberikan, staff di sisi lain tidak terlihat mementingkan perkuliahan;positif
Perasaannya baik dan senang karena kita dalam belajarnya mudah dan bisa masuk materi yang disampaikan ;positif
Dosen dan staf benar benar membimbing mahasiswa dalam teori maupun praktek, sehingga mahasiswa terlatih untuk melakukan kerjasama tim. ;positif
untuk praktikum beberapa kali tidak masuk, padahal mahasiswa sudah menunggu lama di lab;negatif
asisten dosen kurang bertanggung jawab dengan kewajibannya;negatif
asdos  sering terlambat;negatif
Perasaan memang tidak bisa dibohongi terkadang ada yang membuat kecewa sedikit;positif
dosenya enak kalau staf akademik enak aslinya dari penjelasanya cuman banyak negatifnya selama ini ;positif
Sangat nyaman sekali dengan dukungan dari dosen dan staf itu sendiri;positif
cukup, tapi dari staf akademik kurang soalnya kita ga disediain lab yang bagus, liat layar monitor dengak dengak bikin kepala lumayan sakit;negatif
cukup baik dan bisa menerimanya;positif
Sangat Bagus Sekali;positif
Kurang,karena emang pada dasarnya kita awalnya emang dijelasin cuman harus nyari referensi dari luar ;negatif
