komentar;sentiment
Metode pembelajaran yang digunakan sangat simpel dan jelas sehingga dapat di pahami ;normal
Pendapat tentang metode pengajaran yang digunakan dalam perkuliahan ini itu sangat baik dan mudah dipahami;positif
dengan metode perkuliahan yang lebih mengutamakan praktikum menurut saya sudah bagus bagi mahasiswa;positif
Metode yang di lakukan di perkuliahan ini menurut saya baik;positif
Menurut saya metode yang diberikan sudah cukup bagus karena mengajak mahasiswa untuk lebih aktif dan tidak pasif di kelas;normal
Metode yang digunakan cukup bagus karena antara materi dan tugas tertata dengan jelas. ;positif
kurang efektif  sebaiknya diberikan materi terlebih dahulu jika sudah paham baru diberi tugas agar mahasiswa tidak kesusahan saat mengerjakan;normal
menurut saya sudah puas dan pas sesuai dengan hasil yang dikeluarkan pada akhir semester;positif
Sudah baik  dalam artian mahasiswa dalam belajar itu tidak membosankan;normal
Ada metode pengajaran yang mahasiswa sendiri yang mencari fundametal suatu materi sehingga mahasiswa bingung mencari materi tersebut di mana;negatif
Metode pengajaran dalam perkuliahan ini efektif namun perlu variasi lebih.;positif
Harapannya setelah di berikan penjelasan langsung ada praktek bersama sama baru di berikan projek ;positif
metode yang digunakan dalam perkuliahan ini penyampaiannya cukup singkat dan ringkas. membuat mahasiswa mengetahui pola besar materi yang diajarkan. namun tidak adanya praktikum dalam mata kuliah ini membuat beberapa mahasiswa kesulitan bertanya bahkan kepada teman sejawatnya;normal
Cukup Baik dengan di isi materi terlebih dahulu  dan tugasnya dikerjakan di rumah + diberikan tutorial dalam pengerjaanya;positif
Metodenya muda dipahami  kalau boleh kasih saran materinya dibuat video sehingga mahasiswa bisa memutar berulang-ulang;positif
Menyenangkan  memudahkan mahasiswa ketika mengerjakan tugas karena diberikan tutorial ;positif
Metode pengajaran sangat praktis dan efisien sangat mudah difahami oleh mahasiswa asalkan mahasiswa mau bersungguh-sungguh untuk mempelajari nya. Namun metode setiap dosen kepada mahasiswa itu berbeda beda tergantung karakter dan kemampuan Dosen. Tapi saya kira metode pengajaran di UIN Walisongo Semarang sudah tepat. ;positif
Materi yang dijelaskan didalam materi ini mudah dipahami menggunakan video pembelajaran seperti youtube  contoh : (walicode) karena bisa diulangi dalam mempelajari;normal
Metode pengajaran yang digunakan sudah memuaskan  terdapat pemaparan materi  praktek  dan presentasi yang dilaksanakan di kelas;positif
Metode pengajaran sudah baik dan bagus  serta penjelasan mudah dipahamiakan tetapi singkatnya waktu perkuliahan materi yang disampaikan kurang maksimal. ;normal
Menurut saya pembelajaran seperti ini sudah efisien untuk mahasiswa dimana setelah dikasih teori langsung disuruh mempraktekkan dengan cara dikembangkan lagi oleh mahasiswa.;positif
Cukup efektif karena metode yang di gunakan cukup terstruktur sehingga mahasiswa dapat belajar secara KBM maupun belajar mandiri ;positif
metode yang disampaikan sudah baik  mulai dari penyampaian materi yang diikuti contoh dan pengaplikasian ke dalam project;positif
Metode perkuliahan yang digunakan interaktif dan menyenangkan  sehingga materi mudah dipahami;positif
metode yang digunakan baik bisa di pahami walaupun kadang ada yg saya kurang paham;positif
Menurut saya sudah baik dan bagus tp terkadang cara menjelaskan materi terlalu cepat sehingga saya susah untuk memahami materi yang di sampaikan ;normal
Menurut saya sangat lah baik dosen menjelaskan nya secara rinci dan ditail ;positif
Mudah di pahami  namun harus banyak materi daripada tugas hehe.. Terkadang suka bingung kalau langsung dikasih tugas;normal
Sudah baik  namun pada saat pembagian kelompok diperhatikan kembali agar terbagi secara merata dilihat dari potemsi mahasiswanya supaya tidak ada ketimpangan dalam kelompok;normal
Cukup baik  karena metode pengajarannya yang tisak monoton membuat saya tidak bosan saat penjelasan materi;normal
metode yang digunakan cukup baik  tidak terburu buru dan juga memberikan pemahaman yang sesuai dengan materi yang diberikan ;normal
Sangat bagus karena melibatkan mahasiswa secara aktif sehingga mahasiswa juga ikut berfikir kritis dalam melakukan perkuliahan  namun dengan catatan adanya perbaikan pada dosen pengampu dan metode penyampaian materinya sehingga penyaluran ilmu pengetahuan dapat terlaksana secara maksimal;positif
metode pengajaran dalam perkuliahan ini sangat baik  yang mana dosen yang menjelaskan materi kemudian dosen memberikan tugas yang dikerjakan dengan kelompok. ;positif
Metode pembelajaran yang diberikan cukup efektif  yang mana mudah dicerna oleh mahasiswa. ;positif
Cukup baik  karena meski dibagi kelompok semua mahasiswa saling kerjasama mikir semua karna materi yang cukup sulit jika dikerjakan sendiri;positif
mungkin bsa lebih ke menerangkan atau menjelaskan lebih detail lagi dan langsung percobaan ditempat;normal
perkuliahan menarik  dosen sangat kompeten  ;positif
Sejauh ini dukungan dan respon dari dosen dan staf akademik cukup baik;positif
Cukup membantu dalam hal memberikan pengarahan dan penjelasan pada tugas yang ada;normal
Dari pak dosen saya acungi jempol mantap pak saya sangat bahagia ;positif
Menurut saya untuk terkait dukungan dari dosen dan staf terkait perkuliahan sangat mendukung ;positif
Menurut saya dukungan dari dosen sudah sangat baik  kebanyakan dosen memberikan pandangan dan motivasi yang luas  mendorong mahasiswanya untuk lebih baik  dengan menciptakan hal hal baru atau mengikuti kompetisi;positif
AWESOME  dosen menjawab chat dari mahasiswa adalah suatu hal yang keren.;positif
Menurut saya perkuliahan terutama dalam mata kuliah jaringan komputer ini sangat penting sebab bukan cuma hardware yang kita pelajari melainkan software dan brainware;positif
Dosen cukup membantu dalam pembelajaran ini karena telah mencantumkan materi di e-learning sehingga dapat dipelajari sebelumnya;normal
Dosen mampu mengarahkan mahasiswa nya untuk lebih baik lagi dan lebih maju;positif
Menurut perasaan saya terkait dukungan dari dosen atau staf akademik terkait perkuliahan ini ya harus lebih di dukung  karena perkuliahan ini sangat penting bagi kita mahasiswa teknologi informasi;positif
puas  apa yang dijelaskan oleh bp dosen dan bp asisten dosen dalam menyampaikan materi mudah di mengerti;positif
dukungan dari dosen baik  mengingat kami diberikan kesempatan untuk bertanya dan dijwab dengan jelas. akan tetapi untuk asdos mungkin agak sedikit kekuranagn dimana pemberitahuan yang selalu mendadak.;positif
Perasaan saya senang karena bisa menjadi penyemangat dalam perkuliahan tapi selama ini belum ada dukungan yang secara langsung.;normal
Dukungan dr luar sangat baik memudahkan proses praktikum dn juga proses penjelasan materi sehingga mahasiswa nyaman saat belajar;positif
Saya merasa senang akan dukungan dari dosen dan staf akademik terkait perkuliahan ini;positif
Dukungan dosen dan staf akademik sudah baik;normal
Dukungan dari dosen ataupun staf cukup baik karena Kita diberikan penjelasan materi terlebih dahulu sehingga Kita lebih paham dibanding presentasi dahulu;normal
Kurang puas terhadap dosen/staf yang datangnya terlambat melebihi jam normal pada saat kegiatan praktikum jaringan komputer ;negatif
saat materi aman aman saja bisa paham sedangkan pas praktikum tu kadang jelasin terlalu cepat dan mesti ada yg masih hah hoh gimana lalu saat minta tanda tangan untuk laporan yang katanya tadinya boleh nitip trus udah nitip malah disuruh sendiri” dan itu mendadak bangett pliss mana udah mepet waktu buat minta tanda tangan kasihan yang kos nya jauh harus balik ke kampus;positif
saya rasa tidak begitu terasa terkait dukungan dari staf alademik dan dosen;normal
Perasaan saya merasa lumayan senang  karena di mata kuliah ini juga ada beberapa meski teori tapi perlu menggunakan alat nya juga  dan dosen maupun staf telah memberi fasilitas yang meski seadanya tapi dapat menunjang perkuliahan agar berjalan baik.  Untuk asdos perasaan saya sedikit sebal karena kebijakan beliau entah saat meminta ttd asdos atau saat menjelaskan di kelas. ;normal
Saya merasa puas dengan dukungan dari dosen maupun asisten di perkuliahan karena selalu siap membantu ;positif
saya rasa dukungan dari dosen dan staf akademik terkait perkuliahan ini  sangat baik ;normal
dosen dan asisten beliau sangat membantu dan dalam menyampaikan materi jelas dan terstruktur sehingga mudah dipahami;positif
 Merasa senang dan merasa hal itu membuat diri saya semakin semangat   kerana bisa langsung praktek;positif
Baik dan menyenangkan dikelas tidak terasa terbebani dengan perasaan takut  ataupun gelisah ;positif
Dosen mengajar dengan bagus tapi pernah sedikit telat dan kadang terlalu cepat ;normal
Alhamdulillah  dukungan dari dosen dan staf akademik sangat membantu saya dalam menjalani perkuliahan ini;positif
Memberikan dukungan positif bagi perkuliahan ini dari dosen dan star akademik ;positif
Dosen dam staf memberikan dukungan yang positif yang mana dalam pembelajaran kita dituntut untuk paham tetapi dengan diimbangi pembelajaran yang seimbang dengan harapan mereka seperti jelas dalam memberikan materi  teliti  memberikan jawaban yang puas terhadap pertanyaan atau tugas yang telah dikumpulkan. ;positif
Mahasiswa mungkin tidak terlalu memerlukan dukungan dari pihak luar  yang mereka butuh tekanan agar mau bergerak;positif
So far so good  nggak ada masalah yang berarti terkait dengan perkuliahan ini;normal
menurut saya sangat baik  dosen maupun staf membimbing dengan baik ketika kita ada kesulitan;positif
Cukup dalam membimbing dan mengajar serta dukungan yang  di dalam perkuliahan sangat membantu mahasiswa ;normal
lumayan baik  karena dosen sangat membantu dalam pemahaman materi. tetapi agak kurang dibagian asisten dosen  karena susah dihubungi dan slow respon.;normal
Perasaan mungkin biasa saja bisa dibilang senang terkadang juga ga begitu terlalu.;normal
Baik sekali karena jika ada kesulitan dibeberapa tugas atau laprak langsung diberi masukan melalui komting atau PJ matkul;positif
dukungan dari dosen ataupun staf terkalit perkuliahan sudah baik dan cukup untuk memotivasi;positif
Sangat senang  karena dosen memberikan materi yang sangat jelas  cuman terkadang ada materi yang masih dibahas secara global  belum khusunya.. Dan terkadang juga udah jelasin materi secara kompleks  cuman asal usul dari materi itu tidak dijelaskan pemahamannya dari mana. ;normal
perasaan saya terkait dukungan dari dosen dan staf akademik terkait perkuliahan ini kurang dukungan dari staf akademik ;positif
Perasaan saya mungkin bisa dibilang senang dan tidak senang  karena dosen sering masuk dan penjelasan materi detail tetapi sering memberi tugas;normal
dukungan yang diberikan sudah sangat baik dan sangat mengayomi mahasiswa;positif
Cukup bagus mungkin bisa lebih ditingkatkan lagi kedepannya saat kuliah ;normal
Perasaan saya biasa saja tetapi karena pak hery tidak galak jadi saya senang senang saja.;normal
dosen dan staf akademik mendukung perkuliahan ini karena disediakan ruangan dan alat bahan untuk praktikum telah disediakan dan dijelasakan juga fungsi alat tersebut untuk apa;positif
perasaan saya terkait dukungan dari dosen dalam perkuliahan ini bisa di bilangan baik ;normal
lumayan baik  saya rasa cukup  tetapi sebenarnya saya tidak cukup paham dukungan dalam bentuk apa. namun sejauh ini saya rasa berjalan dengan cukup baik;normal
Bagus  dosen menerangkan dengan bahasa yang mudah dipahami sehingga mudah dicerna;positif
dosen maupun staf akademik sangat membantu dan mau menjawab jika ada yang ditanyakan;positif
Sudah baik dari segi penyampaian materi  respon terhadap mahasiswa yang bertanya  dsb.;normal
Dukungan dr dosen dan staf akademik terkait perkuliahan cukup memberi motivasi dan semangat dalam menjalani perkuliahan ini;positif
Sangat mantap dosen lebih sering ikut perkuliahan ketimbang tidak masuk jadi perkuliahan akan lebih efektif dan terkendali;normal
Dukungan yang diberikan oleh dosen baik terhadap mahasiswanya dan mendukung mahasiswa nya ;normal
dukungannya lumayan akan tetapi menurut saya sendiri masih kurang apalagi dukungan yang diberikan pada saat praktikum;negatif
Baik. Antara mahasiswa dengan dosen maupun staff akademik ;normal
dukungan dari dosen dan staf akademik sangat penting untuk membantu mahasiswa dalam perkuliahan;normal
dukungan yang diberikan dosen maupun aslab sudah cukup dalam mendukung perkuliahan yang terjadi;normal
Dukungan dari dosen dan staf akademik sudah lumayan baik dan jika memungkinkan bisa ditingkatkan ;normal
Dosen dan Staf Akademik mendukung perkuliahan  mulai dari fasilitas hingga metode pembelajaran.;normal
Dosen dan staf cukup baik dan mendukung untuk kegiatan perkuliahan ;normal
Cukup memuaskan  karena saya sendiri sebagai orang yang belum terlalu mempelajari matkul ini tetapi bisa mudah dipahami;positif
normal normal saja karena cara ajarnya tidak nekoneko to the point;normal
Senang karena dosen dan staf bersifat baik dan menyenangkan ;normal
Perasaan saya terhadap dukungan dari dosen terkait perkuliahan ini yaitu bagi saya baik kok  karena dari cara mengajar nya pun saya suka;positif
Dosen enak dalam mengajar  namun praktikum kurang sekali;negatif
Saya sangat merasa biasa saja  saya hanya mengikuti yg dosen perintahkan.;negatif
Saya merasa sangat bersyukur memiliki dosen dan staf akademik yang mendukung dan membantu saya dalam perkuliahan ini;positif
Biasa saja  karna sebanyak apapun dukungan kalo bukan dari diri kita sendiri yang semangat akan percuma;normal
baik alhamdulilah  tapi sebaiknya untuk labnya kabi mohon di berikan tempat yang lebih layak :) trimakasih;normal
Saya merasa senang jika memang itu ada. Tetapi saya sendiri belum merasakan bahkan di perwalian. Sedikit untuk aslab mungkin bisa lebih disiplin pak ;normal
Sangat mendukung sekali ;positif
sangat terbantu karena keketatan dalam perkuliahan  sangat membuat mau tidak mau harus serius  dan menyenangkan juga bisa praktik.;positif
menurut perasaan saya terkait dukungan dari dosen dan staf akademik sudah cukup baik  kekurangannya cuma di asdos saja;normal
dari dosen sendiri sudah cukup memuaskan  dari asdos/asleb nya yang menjengkelkan hehe;positif
biasa saja karna dari dosen maupun staf juga menjalankan tugas nya sendiri sendiri mungkin kekurangan saat praktikum yang akhir akhir ini tidak asdos tidak masuk dan terkena tanggal merah;normal
Cukup baik namun asdos sering tidak masuk tanpa memberi tahu sebelumnya;normal
untuk saya sendiri dukungan dari dosen maupun staf akademik itu cukup penting karena mempengaruhi semangat belajar masing-masing mahasiswa;positif
Alhamdulillah baik baik saja;normal
lumayan menambah semangat;normal
sangat senang karna mampu bersabar untuk menghadapi mahasiswa yg masih belumnpaham tpi terdapat minus seperti nomer 2;positif
rate 6/10 lbih ke staf akademiknya si  soalnya kita ga dikasi lab jarkom lebih layak  ya walaupun masih ada ac tapi ya gimana ya;negatif
kurang membimbing karena kekurangan waktu untuk teori dan praktikumnya;negatif
cuma kurang di praktikumnya karna sering kali terlambat dan tidak hadir asdosnya;negatif
dukungan dari pak dosen saya rasa cukup mendukung namun berbeda pada bagian staf akademik.;negatif
cukup baik;normal
biasa saja karena yang nama nya mahasiswa sudah seharus nya di beri dukungan dengan pihak kampus yang berwajib;normal
Cukup baik;normal
dukungan dari dosen sudah bagus  memiliki tanggung jawab dalam mengajar untuk memastikan pelajar memahami materi yang diberikan  staff di sisi lain tidak terlihat mementingkan perkuliahan;normal
Perasaannya baik dan senang karena kita dalam belajarnya mudah dan bisa masuk materi yang disampaikan ;positif
Dosen dan staf benar benar membimbing mahasiswa dalam teori maupun praktek  sehingga mahasiswa terlatih untuk melakukan kerjasama tim. ;positif
untuk praktikum beberapa kali tidak masuk  padahal mahasiswa sudah menunggu lama di lab;negatif
asisten dosen kurang bertanggung jawab dengan kewajibannya  sisanya sudah bagus 10/10;normal
Menurut saya dukungan dadi dosen maupun asdos sudah baik  walaupun asdos  sering terlambat;normal
Perasaan memang tidak bisa dibohongi terkadang ada yang membuat kecewa sedikit;normal
dosenya enak kalau staf akademik enak aslinya dari penjelasanya cuman banyak negatifnya selama ini ;normal
Sangat nyaman sekali dengan dukungan dari dosen dan staf itu sendiri;positif
cukup  tapi dari staf akademik kurang soalnya kita ga disediain lab yang bagus  liat layar monitor dengak dengak bikin kepala lumayan sakit;normal
cukup baik dan bisa menerimanya;normal
Sangat Bagus Sekali;positif
Kurang karena emang pada dasarnya kita awalnya emang dijelasin cuman harus nyari referensi dari luar ;normal
Saya suka dan mendukung nya mereka sangat membantu dalam proses pembelajaran serta menciptakan suasana yang nyaman ;normal
Dukungannya sangat cukup menurut saya. Banyak di sedikan materi dari luar kelas;positif
Bagus  dosen dan staf memberikan pelayanan yang baik  terutama untuk dosen yang sudah mengajar dengan baik;positif
perasaan saya baik  seperti dosen dapat memahami seperti kesusahannya mahasiswa  dan dosen juga memberikan toleransi bagi mahasiswanya;positif
Dukungan dari dosen terbilang cukup baik dengan pemaparan materi yang sesuai dengan RPS yang dibahas saat awal perkuliahan ;positif
Perasaannya terkait dukungan dari dosen dan staf akademik berkesan dan menyenangkan dalam mengikuti perkuliahan ini ;positif
Dukungan dari dosen saya rasa sudah yang terbaik hanya saja ada point minus yang saya jelaskan pada jawaban no 2 ;normal
Cukup sih  dikarenakan ada dosen yang menjelaskan materi sedetail mungkin dan ada juga dosen yang menyuruh menjelaskan sendiri ppt masing2 mahasiswa;negatif
Dukungan dosen pada matakuliah ini terbilang sudah cukup baik;normal
dukungan dari dosen dan staf akademik terkait perkuliahan ini sudah cukup oke;positif
dukungan selain dari dosen pengampu belum saya rasakan hingga pertemuan ke-8 ini.;normal
saya merasa sangat tersuport menjadi lebih semangat dalam menjalani perkuliahan;positif
sepertinya belum melihat dan belum bisa membaca akan hal tersebut;negatif
Perasaan terkait dukungan dari dosen dan staf menurut saya mereka sangat membantu dalam proses perkuliahan ;positif
Merasa puas ;normal
hampir semua dosen sagat memberika dukungan tetapi ada dosen juga membuat merasa tidak nyaman diperkuliahan;normal
Perasaan saya sangat senang saat dosen memberi dukungan atau motivasi untuk mahasiswanya.;positif
Tidak ada dukungan  dari staf akademik dosen menjelaskan materi;normal
Menurut saya terkait dengan dukungan bapak ibu dosen  tersebut cukup bagus untuk mahasiswa ;normal
Dosen sudah memberikan materi dg baik kepada mhs  namun memang ada beberapa materi yg perlu dipelajari mandiri dan membutuhkan usaha lebih utk mempelajarinya;positif
dukungan yang diberikan dari dosen menurut saya sudah cukup tapi sedikit kurang mendorong mahasiswa agar dapat memberikan kinerja lebih atau pembelajaran yang lebih dari mata kuliah ini;normal
Sudah baik  namun mungkin perlu sesekali ada praktek lamgsung dengan alat yang sebenarnya jika memang memungkinkan ;positif
Untuk beberapa keadaan para staf membantu dengan baik;normal
prasaan yang terkait dosen dan staf akademik di kuliah ini sangat nyaman ;normal
Saya rasa sudah mendapatkan dukungan yang cukup baik dimana kami telah diberikan materi yang sesuai dengan sebagai mana mestinya dan juga telah didukung dengan sarana dan prasarana yang memadai.;positif
Dukungan dari dosen juga membuat saya ingin bisa dan memahami mata kuliah yang telah diajarkan.;normal
Sangat senang dikarenakan perkuliahan ini dapat membantu kita dari yang kita tidak bisa menjadi bisa dan sangat berguna untuk masa depan ;positif
Hal yang biasa  karena tidak adanya jam praktikum membuat perkuliahan hanya materi saja padahal matakuliah ini juga sangat membutuhkan praktikum agar mahasiswa lebih memahami materi. . ;normal
menurut saya  dukungan dari dosen terkait perkuliahan cukup mendukung namun dari staf saya belum merasa ada dukungan;normal
Untuk saat ini dukungan dari dosen dan staf yang di rasa sangat mendukung ;normal
Merasa senang jika para dosen dan staf akademik turut mendukung dalam perkuliahan ini;positif
menurut saya dosen sudah cukup baik dalam memberikan dukungan terkait perkuliahan  hanya saja kurangnya penjelasan mengenai kode pemrograman yang digunakan;negatif
Perasaan yang saya rasa terkait dukungan dari dosen lumayan mendukung;normal
Cukup baik karena dengan adanya dukungan dari dosen maka kegiatan belajar mengajar dapat terselesaikan dengan lancar;normal
Cukup baik karena dukungan dan saran dari dosen cukup membantu mahasiswa untuk lebih berkembang. ;normal
baik  dosen selalu melakukan presensi saat perkuliahan;normal
dari dosen dan staff menurut saya sudah didukung mengenai perkuliahan sister ini;positif
Biasa saja. Karena selama perkuliahan saya merasa biasa saja;normal
Ada beberapa dosen yang mengajar dengan baik dan ada juga yang kurang baik ;normal
Saya merasa cukup puas dengan dukungan dosen dan staf akademik.;positif
Luar byasa ;normal
menurut saya  perlu adanya evaluasi praktik yang dilakukan mahasiswa. dosen dan mahasiswa seharusnya aktif menanyakan kesulitan yang dialami dan pemecahannya. meskipun hal tersebut dapat membuat waktu di kelas menjadi berkurang;negatif
Sudah baik dalam penyampaian materi  mahasiswa tidak berani bertanya ;normal
Dukungan dosen sangat baik  tapi jadwalnya kalau bisa diganti lebih awal;positif
Sejauh ini dukungan dari staf akademik berupa penyedian atk ketika akan melakukan UTS;positif
Dosen sangat mendukung saya untuk berkuliah di sini  para staf akademik juga sangat ramah dan murah senyum.;positif
Dukungan yang diberikan sangatlah bermanfaat karena dalam perkuliahan sistem pararel terdistribusi sendiri diberikan fasilitas seperti ppt materi dan video pembelajaran youtube yang dapat mendukung dalam pembelajaran di perkuliahan ini;positif
Sedikit kurang puas terkait jadwal kuliah yang dilaksanakan saat sore hari  dan terkadang mata kuliah mendadak dibatalkan ketika peserta sudah berada di kelas;negatif
Beberapa pertemuan sempat kosong  jadi agak ketinggalan materinya;negatif
Untuk dukungan dari dosen menurut saya kurang efektif karena pertemuannya beberapa kali libur  tetapi untuk pembelajaran dan materi sangat mudah dimengerti.;normal
Kalo dari staf akademik maupun dosen selain dari pak heri saya belum pernah mendapatkan komen terkait mata kuliah SISTER;normal
senang dan cukup menantang  terlebih karena saya lulusan SMA yang kurang dengan background teknologi membuat saya lebih keras dalam belajar memahami materi materi yang disampaikan;positif
Dukungan dosen dalam perkuliahan dirasa cukup dengan diberikannya materi berserta referensi ;positif
perasaan saya senang ketika mendapat dukungan dari dosen dan staf akademik;positif
Menurut saya baik dan dosen sangat mendukung mahasiswa untuk menyalurkan bakatnya atau kreativitas ;normal
Senang karena dosen memberi penjelasan secara rinci dan ditail ;positif
Cukup senang  perkuliahan yang dilandasi kesenangan dan kenyamanan dalam lingkungan sangat berpengaruh dalam pembelajaran. Mahasiswa akan semakin semangat dalam perkuliahan. Namun terkadang banyak dosen yang mengkosongkan jadwal secara mendadak mepet/setelah jam matkul berlangsung;normal
Sudah baik  dari dosen mendukung penuh pembelajaran yang dilakukan mahasiswa baik dijam pelajaran serta diluar jam pelajaran melalui apapun;positif
Dalam hal ini saya kurang merasakan dukungan dari staf akademik;normal
Dukungan dari dosen dan staf akademik yang menjadi prioritas terkait perkuliahan sangat dibutuhkan karna dengan adanya hal tersebut dapat memberikan kesan yang baik bagi mahasiswa termasuk saya;normal
Terkait dengan dukungan yang berupa interaksi mahasiswa dan dosen sudah bagus  namun jika berbicara terkait dengan dukungan fasilitas infrastruktur masih kurang banyak yang menyebabkan perkuliahan agak tergambat;negatif
perasaan terkait dukungan dari dosen terkait perkuliahan ini yaitu baik baik saja  tidak ada perasaan yang tidak menyenangkan sehingga baik baik saja.;normal
 Dosen sangat mendukung mahasiswa untuk memahami mata kuliah dengan memberikan tugas mandiri ataupun kelompok Yang mana setiap mahasiswa harus bisa mempertanggungjawabkannya ketika presentasi atupun asesmen;normal
Senang dan Cukup Mendukung  karena dukungan dari dosen dan staf akademik menjadikan semangat dan inspirasi;positif
bagus  baik  menurut saya untuk mahasiswa malah bagus karena berarti seperti didukung;normal
perkuliahan menarik  dosen sangat kompeten  ;positif
Cukup puas walaupun ada beberapa alat yang belum lengkap ;normal
Cukup memadai dan nyaman untuk di gunakan;normal
Dukungan dari kampus pun cukup baik karena memenuhi kebutuhan praktikum kami;positif
Untuk perasaan dukungan sarana dan prasarana terkait kuliah sangat bangga ;positif
Menurut saya prasarana yg disediakan dalam perkuliahan ini sudah baik  sudah ada alat yg digunakan dalam praktikum  sudah ada laptop dan proyektor untuk menampilkan materi;positif
dukungan sarana dan prasarana terkait perkuliahan ini sangat bagus  terutama pada sarana pembelajaran praktikum.;positif
Menurut saya sarana dan prasarana nya cukup baik dari alat maupun tempat.alatnya lengkap dan tempatnya ruang kelasnya nyaman ;positif
Sarana prasarana cukup memadai tetapi ketika ada praktek menggunakan PC sendiri ada teman yang tidak memiliki PC sehingga lumayan mengganggu proses pembelajaran ;normal
Untuk sarana dan prasarana perkuliahan cukup mendukung tapi masih ada satu lap yang masih kurang;normal
Menurut perasaan saya terkait dukungan sarana prasarana terkait perkuliahan ini cukup lengkap dan cukup mewadahi untuk praktikum ;normal
puas  karena praktikum di fasilitasi oleh pihak kampus jadi mahasiswa hanya perlu belajar bagaimana cara kerja dan penggunaannya tanpa perlu membeli alat;positif
untuk sarana prasarana memadahi dimana semua alat yang dibutuhkan untuk praktikum sudah disediakan dengan baik dan dapat digunakan.;positif
Sarana dan prasarana sudah cukup baik karena sudah ada peralatan praktikum yang memadai  tapi jumlahnya sedikit sehingga harus bergantian ;normal
Puas .fasilitas sangat mendukung perkuliahan terutama diwaktu praktikum sehingga mahasiswa dapat mencoba dn memhami lebih dalam;positif
Saya merasa senang dengan dukungan sarana dan prasarana terkait perkuliahan ini;positif
Terkait sarana dan prasarana dalam perkuliahan cukup baik dan memadai ;normal
Terkait sarana Dan prasarana cukup baik entah itu dari metode pembelajaran ataupun alat - alat Yang digunakan cukup m mamadai;normal
Untuk Fasilitas kelas cukup baik sedangkan fasilitas untuk kegiatan praktikum kurang memadai;normal
sejauh ini merasa aman saja tapi terkadang pada saat matkul praktikum yang membutuhkan alat sendiri seperti converter atau adapter itu susah nyarinya dan kurang ngerti juga ;normal
saya rasa tidak begitu mempunyai kelebihan/kekurangan untuk sarana dan prasarana ;normal
Seperti jawaban saya di no. 5   pembelajaran pada mata kuliah ini alat untuk menunjang materi dan media untuk dapat membuat mahasiswa lebih paham telah di sediakan  meski jumlahnya yang terbatas. Untuk penempatan kelas juga sudah baik. Penggunaan E-learning dalam pengumpulan tugas juga sudah efektif karena mahasiswa mudah dalam mengakses e-learing. ;positif
Sedikit kecewa karena alat/&bahan untuk praktikum tidak banyak sehingga beberapa mahasiswa harus bergiliran atau bahkan tidak bisa mencobanya ;negatif
untuk dukungan sarana dan prasarana terkait perkuliahan ini baik karena walaupun banyak di antara mahasiswa yang belum miliki alat (laptop) untuk praktek dosen/ asisten dosen nya sangat turut perhatian ;positif
baik  karena sudah lumayan lengkap dan memadai untuk digunakan mahasiswa saat praktikum;positif
Alhamdulillah  ;positif
Sudah bagus mungkin ada beberapa perangkat yang rusak setelah digunakan seperti tang potong yang sudah kurang tajam;normal
Untuk pengajaran teori yg ada gambarnya lebih baik lasung menggunakan alat dan di praktekkan supaya menjadi lebih jelas;positif
Saya merasa sangat terbantu dengan sarana dan prasarana yang telah disediakan. Terutama untuk alat praktikum yang sejujurnya baru pertama kali saya tahu. ;positif
Sangat memadai dan cukup modern sarana dan prasarana dalam perkuliahan ini;positif
Sarana dan prasarana dalam praktikum menurut saya normal didapatkan;normal
Sarana dan prasarana dalam perkuliahan kadang kurang memadai karena keterbatasan alat dibanding  banyaknya mahasiswa;negatif
Sarana prasarana sih bagus ya  tapi sayang aja kalau harus di lantai 4 males naiknya  apalagi siang siang;normal
menurut saya kurang  fasilitas atau alat-alat untuk praktikum kurang  seperti barang yang habis terus alat jaringan kurang lengkap;negatif
Cukup dalam memberikan dukungan tetapi masih ada hal hal yang kurang di dalam fasilitas;normal
mungkin sarana prasarana pada saat praktikum agak kurang sehingga harus bergantian dan praktikum membutuhkan waktu yang lebih lama;negatif
Dukungan untuk matkul ini terbilang lumayan buat mendukung teori dan praktek2nya jg mudah dipahami penjelesanya jadi no complain. Saya tidak tau bagaimana univ lain jadi tidak bisa membandingkan;positif
Kurang memadai terutama saat praktikum di lantai 4 karena sempit;negatif
dukungan baik dari sarana dan prasarana sudah tergolong baik sehingga perkuliahan dapat dijalani dengan nyaman;positif
Gorden kelas tidak menutupi dengan benar sehingga yang depan kadang kena pantulan cahaya dari jendela dan proyektor sehingga bikin sakit mata dan pusing. Kelasnya selalu kotor  tidak ada alat kebersihan(seperti sapu  ekrak) untuk membersihkan kelas jdi membuat tidak nyaman  wifi kampus sering ngelag  apalagi di lantai 4 ga dapet sinyal sama sekali;normal
perasaan saya terkait dukungan sarana dan prasarana terkait perkuliahan ini sudah bagus ;positif
Perasaan saya terkait sarana dan prasarana terkait perkuliahan ini mungkin cukup baik;normal
sudah cukup lengkap namun terkadang masih terdapat alat yg kurang ditambah jumlahnya;normal
Yah cukup baik tapi mungkin bisa disediakan sarana dan prasarana yang lebih baik;normal
Perasaan saya terkait dukungan sarana dan prasarana terkait perkuliahan cukup membantu mahasiswa dalam belajar di bangku perkuliahan.;positif
perasaan saya merasa terdorong untuk belajar karena lengkapnya dengan fasilitas dan staf akademik yang mendukung;positif
